burden_adherence,challenge_recovery_time,circadian_adherence,controller_solve_time_mean,cum_cost,episode,episode_length,fallback_count,mode_accuracy,mode_b_entry_count,policy,recursive_feasibility_rate,safety_violation_rate,scenario,seed,state_rmse,time_in_target
1.0,13.5,1.0,4.780649413493876e-05,24.483312958785717,36,512,0,0.521484375,0,pooled_lqr,1.0,0.017578125,model_mismatch,1338,0.24035961834764025,0.361328125
1.0,18.0,1.0,4.9238636719906026e-05,28.51482416177184,37,512,0,0.498046875,0,pooled_lqr,1.0,0.017578125,model_mismatch,1440,0.2456980705776628,0.30078125
1.0,44.5,1.0,4.860973046749706e-05,123.81731165324122,38,512,0,0.61328125,0,pooled_lqr,1.0,0.080078125,model_mismatch,1542,0.2867804766129197,0.216796875
1.0,39.5,1.0,4.935158984409327e-05,744.3966266662604,39,512,0,0.650390625,0,pooled_lqr,1.0,0.1875,model_mismatch,1644,0.26328133558378497,0.228515625
1.0,19.5,1.0,5.5091529300277386e-05,259.2206294335845,40,512,0,0.572265625,0,pooled_lqr,1.0,0.09375,model_mismatch,1241,0.27179934201129885,0.26953125
1.0,11.25,1.0,5.603235547368968e-05,489.454383262284,41,512,0,0.634765625,0,pooled_lqr,1.0,0.095703125,model_mismatch,1343,0.2843199196321921,0.21875
1.0,19.75,1.0,4.7806150393014946e-05,692.5273405226666,42,512,0,0.67578125,0,pooled_lqr,1.0,0.171875,model_mismatch,1445,0.2997638758424151,0.21484375
1.0,12.25,1.0,0.00022721782811885305,496.4167812168469,43,512,0,0.58203125,0,pooled_lqr,1.0,0.103515625,model_mismatch,1547,0.25683678489283124,0.263671875
1.0,19.5,1.0,4.830433984093219e-05,288.791118913031,44,512,0,0.5546875,0,pooled_lqr,1.0,0.078125,model_mismatch,1649,0.27420426383381247,0.267578125
1.0,16.0,1.0,4.76211699140805e-05,13.20930225157064,45,512,0,0.52734375,0,pooled_lqr,1.0,0.0078125,model_mismatch,1246,0.24359374576309017,0.296875
1.0,25.5,1.0,4.533086133218234e-05,302.7764536547638,46,512,0,0.591796875,0,pooled_lqr,1.0,0.076171875,model_mismatch,1348,0.2755900457173225,0.267578125
1.0,17.5,1.0,4.778494141444156e-05,21.5247475316485,47,512,0,0.423828125,0,pooled_lqr,1.0,0.01171875,model_mismatch,1450,0.2462123073868226,0.306640625
1.0,15.5,1.0,4.626738867230529e-05,42.66198757878602,48,512,0,0.546875,0,pooled_lqr,1.0,0.01953125,model_mismatch,1552,0.23556883885021407,0.306640625
1.0,14.5,1.0,4.7375166021268456e-05,1722.3959429285858,49,512,0,0.6328125,0,pooled_lqr,1.0,0.22265625,model_mismatch,1654,0.2867259341823627,0.216796875
1.0,16.25,1.0,4.6918640618898166e-05,47.47342824067928,50,512,0,0.505859375,0,pooled_lqr,1.0,0.013671875,model_mismatch,1251,0.26531999145764507,0.22265625
1.0,15.25,1.0,5.121335156754725e-05,12.58517614526132,51,512,0,0.501953125,0,pooled_lqr,1.0,0.0078125,model_mismatch,1353,0.24338668375299732,0.33203125
1.0,11.75,1.0,5.377273438345043e-05,16.789557046083637,52,512,0,0.439453125,0,pooled_lqr,1.0,0.0078125,model_mismatch,1455,0.24163735608198728,0.294921875
1.0,19.75,1.0,7.727169532056877e-05,366.2159719515248,53,512,0,0.578125,0,pooled_lqr,1.0,0.06640625,model_mismatch,1557,0.24753339103632588,0.333984375
1.0,19.0,1.0,4.8280140610756916e-05,72.69301802215838,54,512,0,0.43359375,0,pooled_lqr,1.0,0.01953125,model_mismatch,1659,0.26743005057835634,0.232421875
1.0,21.25,1.0,0.0002206705429621536,46.51003009721479,55,512,0,0.423828125,0,pooled_lqr,1.0,0.021484375,model_mismatch,1256,0.2736800379576065,0.224609375
1.0,17.25,1.0,6.638246484325094e-05,52.4249506784363,56,512,0,0.498046875,0,pooled_lqr,1.0,0.03125,model_mismatch,1358,0.23602772104819436,0.326171875
1.0,16.25,1.0,5.664582029929477e-05,13.458291914249692,57,512,0,0.466796875,0,pooled_lqr,1.0,0.0078125,model_mismatch,1460,0.249236600498135,0.26953125
1.0,58.25,1.0,6.173826954736228e-05,3050.1958029940206,58,512,0,0.685546875,0,pooled_lqr,1.0,0.40234375,model_mismatch,1562,0.3033998475512538,0.123046875
1.0,18.25,1.0,4.6632935551294e-05,32.90854497761131,59,512,0,0.568359375,0,pooled_lqr,1.0,0.015625,model_mismatch,1664,0.24955554059912885,0.28515625
1.0,14.75,1.0,4.6843306655830474e-05,11.37850384037744,60,512,0,0.537109375,0,pooled_lqr,1.0,0.0078125,model_mismatch,1261,0.2371402169107245,0.29296875
1.0,13.0,1.0,5.6663550783930816e-05,12.376432192877477,61,512,0,0.5390625,0,pooled_lqr,1.0,0.005859375,model_mismatch,1363,0.24320457836846837,0.310546875
1.0,20.5,1.0,4.624959375210125e-05,1362.2104562111372,62,512,0,0.638671875,0,pooled_lqr,1.0,0.287109375,model_mismatch,1465,0.32088903738964575,0.1484375
1.0,15.0,1.0,4.7229632813561295e-05,34.60287174761993,63,512,0,0.521484375,0,pooled_lqr,1.0,0.025390625,model_mismatch,1567,0.24968142974175703,0.279296875
