split,episode,seed,scenario,steps,mean_abs_state,mode1_frac,missing_frac
challenge,0,101,heavy_tail,512,0.42860936423074597,0.1484375,0.48583984375
challenge,1,202,heavy_tail,512,0.5063338856605692,0.21875,0.4871826171875
challenge,2,303,heavy_tail,512,0.43624945961295414,0.1328125,0.4847412109375
challenge,3,404,heavy_tail,512,0.44342494693643847,0.166015625,0.486328125
challenge,4,505,heavy_tail,512,0.4156140609411525,0.150390625,0.484130859375
