split,episode,seed,scenario,steps,mean_abs_state,mode1_frac,missing_frac
train,0,101,nominal,512,0.2654604068678158,0.109375,0.4830322265625
train,1,202,nominal,512,0.4797733894100791,0.298828125,0.48046875
train,2,303,nominal,512,0.31412870279534155,0.21875,0.4830322265625
train,3,404,nominal,512,0.28446537389267895,0.140625,0.482421875
train,4,505,nominal,512,0.3034616610377415,0.1875,0.482177734375
